^att_main_0^att_main_1^att_main_2^att_main_3^att_main_4^att_main_5^att_main_6^att_main_7^att_main_8^att_main_9^att_main_10^att_main_11^att_main_12^att_main_13^att_main_14^att_main_15^att_build_0^att_build_1^att_build_2^att_build_3^att_equipment_0^att_equipment_1^att_equipment_2^att_equipment_3^att_equipment_4^att_location_0^att_location_1^att_location_2^att_location_3^att_location_4^att_location_5^att_location_6^att_location_7^att_location_8^price
38401725^ 117 m² construidos ^ 3 habitaciones ^ 2 baños ^ Certificación energética de proyecto:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Piscina ^^^^^Calle Río Duero, 17^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^185300
38401802^ 136 m² construidos ^ 4 habitaciones ^ 2 baños ^ Certificación energética de proyecto:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Piscina ^^^^^Calle Río Duero, 17^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^245000
38403828^ 84 m² construidos, 75 m² útiles ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur, este ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^115000
38427180^ 130 m² construidos, 116 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^180000
38442926^ 85 m² construidos, 70 m² útiles ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Trastero ^ Orientación norte, sur ^ Construido en 1973 ^ Certificación energética: en trámite ^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Río Llobregat^ Urb. . ^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^95000
38455183^ 140 m² construidos, 138 m² útiles ^ 4 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 3ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^180000
38456163^ 90 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Orientación este, oeste ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Veracruz^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^159000
38474575^ 68 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/para reformar ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 3ª exterior ^ Sin ascensor ^^^^^^^^Calle de la Concordia^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^103000
38491161^ 129 m² construidos, 104 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Construido en 1991 ^ Certificación energética: en trámite ^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^185500
38495374^ 72 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^^^^^^Calle Guadalupe^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^100000
38499868^ 110 m² construidos, 94 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Construido en 1975 ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Calle de los Hermanos Pinzón^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^145000
38516310^ 135 m² construidos ^ 3 habitaciones ^ 3 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación este ^ Certificación energética: en trámite ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^287990
38528055^ 85 m² construidos, 75 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Certificación energética: no indicado ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Calle del Pintor Miró, 6^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^165000
38528210^ 113 m² construidos, 90 m² útiles ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Orientación norte, oeste ^ Certificación energética: no indicado ^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle unicornio^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^209000
38536199^ 180 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/para reformar ^ Armarios empotrados ^ Trastero ^ Orientación sur, oeste ^ Construido en 1974 ^ Certificación energética: en trámite ^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^^^^^^Avenida de la Constitucion^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^270000
38594906^ 109 m² construidos, 104 m² útiles ^ 4 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^160000
38595323^ 79 m² construidos, 68 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Certificación energética:  (189,48 kWh/m² año) ^^^^^^^^^^^ Planta 4ª interior ^ Sin ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^63000
38606298^ 111 m² construidos, 85 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ exterior ^ Con ascensor ^^^^^^^^Avenida Abogados de Atocha, 19^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^217970
38606301^ 113 m² construidos, 85 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ exterior ^ Con ascensor ^^^^^^^^Avenida Abogados de Atocha, 19^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^216887
38606416^ 109 m² construidos, 82 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ exterior ^ Con ascensor ^^^^^^^^Avenida Abogados de Atocha, 19^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^212255
38607584^ 105 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética: en trámite ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^154000
38608755^ 69 m² construidos, 64 m² útiles ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/para reformar ^ Armarios empotrados ^ Orientación norte, este ^ Certificación energética: en trámite ^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle Nardos, 32^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^185000
38613615^ 125 m² construidos, 115 m² útiles ^ 2 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación oeste ^ Certificación energética: en trámite ^^^^^^^ Planta 13ª exterior ^ Con ascensor ^^^^^^^^Calle de Perseo, 5^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^225000
38621122^ 125 m² construidos, 100 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/para reformar ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Avenida de la Onu^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^175000
38623308^ 71 m² construidos ^ 2 habitaciones ^ 1 baño ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^128900
38624975^ 69 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Orientación norte, este ^ Construido en 1970 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^106050
38637873^ 120 m² construidos, 112 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^ Planta 9ª exterior ^ Con ascensor ^^^ Jardín ^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^179900
38644301^ 230 m² construidos, 170 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle Estoril^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^312000
38646777^ 131 m² construidos ^ 4 habitaciones ^ 3 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Construido en 1974 ^ Certificación energética: en trámite ^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^210000
38647180^ 80 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Orientación sur, oeste ^ Construido en 1980 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^174680
38647226^ 123 m² construidos, 100 m² útiles ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/para reformar ^ Armarios empotrados ^ Construido en 1995 ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^200000
38655517^ 67 m² construidos, 56 m² útiles ^ 3 habitaciones ^ 1 baño ^ Construido en 1976 ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ ^ Sin ascensor ^^^^^^^^Calle la coruña^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^109900
38659550^ 105 m² construidos, 75 m² útiles ^ 2 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este, oeste ^ Construido en 2001 ^ Certificación energética: en trámite ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle maestros, 3^ Distrito El Soto - Coveta ^ Móstoles ^ Zona sur, Madrid ^^^^^^220000
38660649^ 110 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Certificación energética de proyecto:  (IPE no indicado) ^^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida Abogados de Atocha, 7^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^256000
38660777^ 104 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto:  (IPE no indicado) ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^Avenida Abogados de Atocha, 7^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^216000
38661064^ 145 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Certificación energética: en trámite ^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^238000
38675118^ 113 m² construidos ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Orientación sur ^ Construido en 1977 ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^176000
38675152^ 79 m² construidos ^ 3 habitaciones ^ 1 baño ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Construido en 1972 ^ Certificación energética: en trámite ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^187000
38677343^ 103 m² construidos, 80 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación sur ^ Construido en 2010 ^ Certificación energética:  (IPE no indicado) ^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle de Sirio^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^220000
38691801^ 115 m² construidos, 95 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Avenida de la Onu^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^171000
38696823^ 70 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/para reformar ^ Orientación sur ^ Certificación energética: en trámite ^^^^^^^^^ Planta 7ª exterior ^ Con ascensor ^^^^^^^^ Las palmas^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^99900
38708393^ 100 m² construidos ^ 3 habitaciones ^ 2 baños ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^212000
38708440^ 154 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Promoción de obra nueva ^ Trastero ^ Certificación energética de proyecto: no indicado ^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Paseo De goya, 13^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^330000
38714079^ 120 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, oeste ^ Construido en 1977 ^ Certificación energética: en trámite ^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle Alonso Cano^ Urb. ESTORIL II ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^199000
38716690^ 75 m² construidos, 70 m² útiles ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Sin ascensor ^^^^^^^^Paseo de Arroyomolinos^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^93000
38728753^ 86 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/para reformar ^ Construido en 1973 ^ Certificación energética: en trámite ^^^^^^^^^^^ Bajo exterior ^ Con ascensor ^^^^^^^^ LLOBREGAT^ Distrito Suroeste ^ Móstoles ^ Zona sur, Madrid ^^^^^^105000
38729857^ 85 m² construidos ^ 3 habitaciones ^ 1 baño ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^135000
38733643^ 115 m² construidos, 100 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje por 18.500 eur adicionales ^ Segunda mano/buen estado ^ Trastero ^ Orientación norte, sur ^ Certificación energética: no indicado ^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Jardín ^^^^^Calle Berlín, 12^ Urb. Sí ^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^150000
38740760^ 110 m² construidos, 97 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación norte ^ Construido en 1975 ^ Certificación energética: en trámite ^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Jardín ^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^176000
38741182^ 110 m² construidos ^ 3 habitaciones ^ 2 baños ^ Segunda mano/buen estado ^ Construido en 2012 ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^199900
38742910^ 240 m² construidos ^ 4 habitaciones ^ 2 baños ^ Orientación sur ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^ Planta 7ª ^ Con ascensor ^^^^^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^240000
38743232^ 137 m² construidos ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle de la Haya^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^178500
38746056^ 150 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Construido en 1982 ^ Certificación energética: en trámite ^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Coimbra - Guadarrama ^ Móstoles ^ Zona sur, Madrid ^^^^^^195000
38750844^ 110 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Certificación energética: en trámite ^^^^^^^^^ Planta 6ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^166000
38755930^ 140 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur ^ Certificación energética: en trámite ^^^^^^^^ Planta 8ª exterior ^ Con ascensor ^^^ Aire acondicionado ^^^^^Calle del Pintor Miró, 10^ Urb. IVIASA ^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^250000
38762333^ 100 m² construidos, 90 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Armarios empotrados ^ Trastero ^ Orientación norte ^ Certificación energética: no indicado ^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle París, 2^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^239000
38762574^ 115 m² construidos, 105 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Jardín ^^^^^^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^170000
38764377^ 115 m² construidos ^ 4 habitaciones ^ 2 baños ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 2ª exterior ^ Con ascensor ^^^ Piscina ^ Jardín ^^^^^ Distrito Norte - Universidad ^ Móstoles ^ Zona sur, Madrid ^^^^^^179000
38765908^ 82 m² construidos, 75 m² útiles ^ 3 habitaciones ^ 1 baño ^ Certificación energética:  (IPE no indicado) ^^^^^^^^^^^^^ Planta 4ª exterior ^ Con ascensor ^^^^^^^^^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^145000
38766801^ 66 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Certificación energética: en trámite ^^^^^^^^^^ Planta 4ª exterior ^ Sin ascensor ^^^ Aire acondicionado ^^^^^Calle cordoba^ Distrito Sur ^ Móstoles ^ Zona sur, Madrid ^^^^^^86000
38769207^ 100 m² construidos, 97 m² útiles ^ 3 habitaciones ^ 2 baños ^ Terraza ^ Plaza de garaje incluida en el precio ^ Segunda mano/buen estado ^ Trastero ^ Orientación norte, oeste ^ Certificación energética: en trámite ^^^^^^^^ Planta 5ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Jardín ^^^^Calle Empecinado, 29^ Distrito Este ^ Móstoles ^ Zona sur, Madrid ^^^^^^179900
38778679^ 70 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/para reformar ^ Certificación energética: en trámite ^^^^^^^^^^^ Planta 9ª exterior ^ Con ascensor ^^^^^^^^Calle Sevilla, 14^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^84900
38797476^ 85 m² construidos ^ 3 habitaciones ^ 1 baño ^ Terraza ^ Segunda mano/buen estado ^ Armarios empotrados ^ Orientación sur, este ^ Certificación energética: en trámite ^^^^^^^^^ Planta 1ª exterior ^ Con ascensor ^^^ Aire acondicionado ^ Piscina ^ Jardín ^^^Calle América s/n^ Distrito Centro ^ Móstoles ^ Zona sur, Madrid ^^^^^^149000
